"id","lon","lat","date","d15n"
"1068",109.784412,26.158054,1988,-0.650547533
"305",116.907681,27.282333,1988,2.282346121
"32",109.174932,27.352673,1988,-4.164513228
"1111",109.684629,27.443499,1988,2.015389598
"647",109.684629,27.443499,1988,0.059329696
"956",109.684629,27.443499,1988,-1.005360362
"205",109.598722,27.948014,1988,1.173019898
"33",110.393844,28.452686,1988,0.215281749
"905",110.393844,28.452686,1988,0.4127606
"1899",110.393844,28.452686,1988,-2.344556744
"1025",110.393844,28.452686,1988,-1.494865058
"248",110.393844,28.452686,1988,-2.310257556
"53",105.83253,23.387441,1989,4.973505508
"1129",105.83253,23.387441,1989,0.330707468
"1374",106.618201,23.902333,1989,-1.035668443
"51",106.618201,23.902333,1989,-1.176238594
"139",106.618201,23.902333,1989,-2.283946901
"671",106.618201,23.902333,1989,-2.058962991
"228",106.56131,24.347557,1989,-2.490514574
"542",109.684629,27.443499,1989,0.369504638
"10",103.571696,28.262683,1989,-0.044067203
"1191",103.571696,28.262683,1989,3.727909333
"109",116.00193,29.705078,1989,-1.854123386
"1439",101.564636,21.459233,1990,0.245500051
"1920",100.771679,22.000143,1990,-0.524273441
"459",111.79154,22.170439,1990,-0.51247608
"361",111.79154,22.170439,1990,-2.528002595
"1423",100.966512,22.825066,1990,-0.755497352
"1521",100.966512,22.825066,1990,3.828143621
"817",115.32353,22.966617,1990,-3.406344911
"183",112.184652,23.911899,1990,0.723669886
"1264",105.723538,24.005629,1990,-4.470850217
"1919",103.414874,24.411912,1990,0.90951519
"1609",108.850473,27.693024,1990,0.797310979
"316",114.37111,28.520755,1990,-4.268752553
"1287",110.037504,18.506048,1991,0.946725501
"1286",109.516925,18.775147,1991,-1.764624866
"1241",101.86212,22.585868,1991,-2.652015579
"430",111.570011,22.768595,1991,0.450697646
"831",111.535249,23.234627,1991,0.866923117
"943",111.535249,23.234627,1991,0.02100417
"1078",110.165819,29.400069,1991,-0.655434873
"646",110.165819,29.400069,1991,2.292124658
"185",110.165819,29.400069,1991,-3.152133244
"1106",110.165819,29.400069,1991,-0.464619763
"324",110.443709,29.40148,1991,-4.618855833
"1438",101.564636,21.459233,1992,-2.065461628
"1522",100.771679,22.000143,1992,2.894649341
"2",111.570011,22.768595,1992,1.752503504
"1076",114.289706,23.193161,1992,1.0221197
"629",114.289706,23.193161,1992,-3.004330187
"897",114.289706,23.193161,1992,0.328267106
"1112",114.457983,24.567745,1992,-0.562492046
"1733",114.457983,24.567745,1992,-0.720972406
"888",114.457983,24.567745,1992,-2.665739226
"1932",109.054126,19.260288,1993,0.833396069
"725",114.289706,23.193161,1993,-3.415626787
"1422",102.835223,23.219932,1993,-3.076737251
"1307",102.835223,23.219932,1993,-5.409323906
"1263",102.835223,23.219932,1993,-3.110217602
"1120",114.457983,24.567745,1993,1.591166086
"1405",114.457983,24.567745,1993,1.967019674
"85",114.457983,24.567745,1993,-0.55061421
"594",114.457983,24.567745,1993,8.815202112
"712",114.457983,24.567745,1993,1.102807439
"252",116.00193,29.705078,1993,-3.860306227
"1085",110.856623,26.433418,1994,0.934752622
"378",110.856623,26.433418,1994,-1.384771533
"864",110.856623,26.433418,1994,-1.925851667
"1178",115.100579,29.256323,1994,5.012754749
"699",110.202004,18.756221,1995,1.755451102
"1858",110.391073,18.795143,1995,4.343424996
"273",110.391073,18.795143,1995,0.398798722
"695",110.391073,18.795143,1995,3.419189953
"455",110.391073,18.795143,1995,-2.075469577
"1230",110.391073,18.795143,1995,2.437750736
"396",110.391073,18.795143,1995,0.302241764
"612",110.391073,18.795143,1995,5.400347494
"1813",110.391073,18.795143,1995,2.942254547
"1814",110.391073,18.795143,1995,2.793898516
"1466",110.391073,18.795143,1995,-0.509781371
"1467",110.391073,18.795143,1995,1.472584042
"1468",110.391073,18.795143,1995,1.720908759
"1931",110.391073,18.795143,1995,2.911049057
"799",110.391073,18.795143,1995,6.515087258
"800",110.391073,18.795143,1995,3.072798784
"1554",110.391073,18.795143,1995,6.259814917
"1555",110.391073,18.795143,1995,2.137439009
"875",110.391073,18.795143,1995,1.788033308
"945",110.391073,18.795143,1995,2.160252436
"1862",105.382725,26.777681,1995,-1.52511992
"86",114.444854,28.105689,1995,1.040178806
"932",115.761763,29.118199,1995,-1.463129592
"934",115.761763,29.118199,1995,-0.172368854
"798",115.761763,29.118199,1995,1.639893559
"998",111.317145,29.377207,1995,2.590026115
"402",116.020606,29.579038,1995,0.117053067
"1329",116.020606,29.579038,1995,0.261213682
"501",116.00193,29.705078,1995,0.115083197
"887",116.00193,29.705078,1995,-4.577088575
"1879",110.680448,31.743483,1995,-1.608337473
"1592",101.564636,21.459233,1996,0.235163676
"1077",112.090357,26.799896,1996,-0.090390271
"34",112.090357,26.799896,1996,1.647468647
"1321",112.090357,26.799896,1996,-0.361823963
"504",112.090357,26.799896,1996,0.546968477
"724",112.090357,26.799896,1996,2.054970631
"1577",112.090357,26.799896,1996,-4.028389778
"1578",112.090357,26.799896,1996,-0.054067379
"653",112.090357,26.799896,1996,1.680452151
"957",112.090357,26.799896,1996,2.149055764
"35",118.785468,27.526232,1996,0.255290452
"1810",118.785468,27.526232,1996,0.529228264
"1044",118.785468,27.526232,1996,3.22507497
"1573",118.785468,27.526232,1996,0.580840982
"1621",118.785468,27.526232,1996,1.175312279
"1723",118.03531,27.756648,1996,3.019184005
"1204",118.03531,27.756648,1996,-2.493314472
"1313",118.03531,27.756648,1996,3.138663779
"1497",118.03531,27.756648,1996,-3.631975818
"803",118.03531,27.756648,1996,-2.011120066
"592",117.943433,28.454863,1996,-1.811410921
"1330",115.362629,28.861479,1996,-2.447455253
"106",115.100579,29.256323,1996,-0.781312047
"982",114.482606,29.605376,1996,-1.28708219
"1872",102.758317,30.066713,1996,-3.558245047
"1873",102.758317,30.066713,1996,-2.14462901
"573",111.566694,24.403582,1997,-1.147628748
"1434",111.343911,25.273539,1997,-3.342705227
"1029",117.526672,26.164568,1997,1.006268454
"737",118.181894,26.637457,1997,0.417067526
"1179",115.058686,27.052471,1997,0.41568949
"514",112.887584,27.218283,1997,-3.040281493
"1435",112.738604,27.232444,1997,-2.274001711
"1153",118.785468,27.526232,1997,-2.395512673
"1496",118.785468,27.526232,1997,2.654012419
"1880",118.03531,27.756648,1997,-0.69737731
"1397",118.03531,27.756648,1997,-1.366656772
"1314",118.03531,27.756648,1997,-5.511097965
"1279",118.03531,27.756648,1997,-2.318189887
"1280",118.03531,27.756648,1997,-0.562970776
"1620",118.03531,27.756648,1997,-3.732843019
"1273",114.482606,29.605376,1997,-2.172166643
"1446",117.041965,30.103016,1997,4.093846692
"1885",117.041965,30.103016,1997,-0.808857994
"1299",117.041965,30.103016,1997,-4.069115559
"1833",110.680448,31.743483,1997,-1.501560826
"165",110.680448,31.743483,1997,-2.761466254
"676",110.680448,31.743483,1997,0.087856417
"1373",109.054126,19.260288,1998,-2.433427532
"43",109.054126,19.260288,1998,1.877094639
"947",112.44069,23.634676,1998,1.684893707
"924",114.938684,24.44218,1998,1.446539357
"1396",118.181894,26.637457,1998,-1.925506393
"536",118.181894,26.637457,1998,-4.204530229
"581",115.100579,29.256323,1998,0.633479182
"1105",115.100579,29.256323,1998,-0.697270773
"403",115.100579,29.256323,1998,-2.026970277
"1567",120.521707,30.039339,1998,-7.335691961
"1708",120.15507,30.274085,1998,-4.526402839
"1591",103.93935,22.529404,1999,0.4099014
"992",114.057868,22.543099,1999,1.216844497
"906",114.057868,22.543099,1999,1.271723648
"658",114.057868,22.543099,1999,-0.179103571
"691",113.264435,23.129163,1999,-0.5965534
"115",116.678204,23.462613,1999,-5.13649572
"81",116.678204,23.462613,1999,-1.385572101
"1006",117.003999,23.66392,1999,-0.523837179
"1222",106.618201,23.902333,1999,2.708775287
"686",115.73111,24.13663,1999,8.420590748
"21",116.122239,24.288615,1999,3.288029321
"1835",106.228538,24.294488,1999,-1.838187018
"1455",106.228538,24.294488,1999,0.200984601
"236",111.566694,24.403582,1999,-0.545975087
"1774",111.566694,24.403582,1999,4.226025864
"1223",111.566694,24.403582,1999,4.100962758
"1836",111.566694,24.403582,1999,6.216924721
"1454",111.566694,24.403582,1999,-2.090354957
"1626",111.566694,24.403582,1999,0.07369213
"59",112.377534,24.780554,1999,-0.461624036
"1144",111.579305,25.18559,1999,-1.788577759
"1750",111.579305,25.18559,1999,-0.877644386
"1487",111.579305,25.18559,1999,-4.135077775
"1221",106.766293,22.094485,2000,-0.535307898
"1625",106.854376,22.342771,2000,0.671472253
"138",115.841838,23.431294,2000,-3.826917077
"359",112.44069,23.634676,2000,-4.018747286
"163",116.182299,23.739526,2000,5.857778567
"1099",116.182299,23.739526,2000,-3.177215235
"683",112.080659,24.567695,2000,-0.861352308
"561",111.013615,21.514091,2001,-1.001098217
"413",111.79154,22.170439,2001,-2.267104202
"338",111.79154,22.170439,2001,0.235323545
"1002",111.79154,22.170439,2001,-0.80570342
"1004",111.79154,22.170439,2001,-1.643659999
"259",111.79154,22.170439,2001,-3.427605441
"1453",107.904118,21.890969,2002,0.297980246
"1624",107.904118,21.890969,2002,-0.044704662
"1502",105.83253,23.387441,2002,1.358965656
"1075",113.586365,23.548404,2002,3.330918511
"342",113.586365,23.548404,2002,-1.184782573
"801",118.089425,24.479834,2002,4.904539969
"698",113.347519,25.130136,2002,2.666070957
"1383",106.470715,26.556079,2002,-0.119124984
"258",106.470715,26.556079,2002,0.021785957
"664",106.470715,26.556079,2002,0.228475575
"177",106.592108,26.838926,2002,4.066598487
"790",106.592108,26.838926,2002,-0.159171605
"1608",106.592108,26.838926,2002,0.327714918
"1184",106.197138,28.33127,2002,7.341801958
"1894",106.197138,28.33127,2002,3.091335426
"1510",106.197138,28.33127,2002,-0.210333162
"1707",120.15507,30.274085,2002,-1.956489921
"1791",120.15507,30.274085,2002,0.232923534
"1387",120.15507,30.274085,2002,-0.660496748
"1360",120.15507,30.274085,2002,-2.360025672
"1792",120.15507,30.274085,2002,-2.908412253
"1480",120.15507,30.274085,2002,0.267119909
"1907",120.15507,30.274085,2002,0.458684667
"1565",120.15507,30.274085,2002,-2.933137718
"1566",120.15507,30.274085,2002,-3.809104527
"1274",120.15507,30.274085,2002,-7.734759708
"1436",101.564636,21.459233,2003,4.830216061
"1437",101.564636,21.459233,2003,0.719082302
"1589",101.564636,21.459233,2003,9.208676606
"1262",100.966512,22.825066,2003,1.51347772
"1421",100.833877,24.446731,2003,3.176393318
"1839",100.833877,24.446731,2003,-1.915390365
"1804",106.400342,27.79165,2003,-1.750054785
"1509",106.400342,27.79165,2003,0.655515771
"1388",120.15507,30.274085,2003,-0.661721656
"1338",103.607743,31.0079,2003,-5.640359561
"1465",109.70259,18.63913,2004,0.342569985
"1581",109.70259,18.63913,2004,-1.39776994
"1464",109.516925,18.775147,2004,-1.740338577
"1582",109.516925,18.775147,2004,-0.238508245
"1838",101.564636,21.459233,2004,2.547442528
"1452",107.696047,23.165922,2004,4.827420826
"946",113.275883,24.776078,2004,1.58596068
"1284",112.854768,24.988037,2004,-2.453283197
"1285",109.795134,28.034079,2004,-4.06391242
"1590",101.564636,21.459233,2005,-1.005451378
"503",117.638678,26.263407,2005,-0.170138556
"529",117.638678,26.263407,2005,0.724822837
"1538",102.244683,26.655026,2005,-4.295667604
"1506",116.020606,29.579038,2005,1.353465798
"1519",104.702799,23.125714,2006,0.109399009
"366",114.254863,23.727737,2006,-2.628207651
"1501",110.189462,24.130374,2006,1.848996822
"1141",113.347519,25.130136,2006,2.078436631
"767",113.347519,25.130136,2006,2.274138756
"166",113.347519,25.130136,2006,-0.814236417
"836",113.347519,25.130136,2006,-1.931416565
"1087",108.82968,18.706985,2007,-1.540716946
"1520",104.702799,23.125714,2007,4.045432897
"1240",102.928835,24.192761,2007,1.174742397
"1278",117.647481,24.512949,2007,-3.671192893
"1619",117.647481,24.512949,2007,-2.172770501
"401",113.275883,24.776078,2007,-4.276063527
"159",113.347519,25.130136,2007,0.96789573
"921",113.347519,25.130136,2007,-0.837490143
"562",113.347519,25.130136,2007,2.168388843
"155",113.347519,25.130136,2007,-1.936969312
"1495",117.456279,26.169325,2007,-1.247735456
"1361",118.415495,29.137337,2008,-2.151475546
"1479",118.415495,29.137337,2008,-1.682956072
"1606",118.415495,29.137337,2008,-2.046274292
"1607",118.415495,29.137337,2008,-1.615315664
"1229",109.511909,18.252847,2009,5.249415228
"1328",109.511909,18.252847,2009,-4.54793396
"1239",104.702799,23.125714,2009,-0.191051353
"1491",117.709451,28.315217,2009,0.949915319
"1420",103.93935,22.529404,2010,1.256489155
"1507",114.162419,26.582472,2010,-1.884540302
"Cheesman_2020_001",145.45,-16.117,2014,3.118
"Cheesman_2020_002",145.45,-16.117,2014,3.454
"Cheesman_2020_003",145.45,-16.117,2014,3.562
"Cheesman_2020_004",145.45,-16.117,2014,6.362
"Cheesman_2020_005",145.45,-16.117,2014,6.062
"Cheesman_2020_006",145.45,-16.117,2014,3.988
"Cheesman_2020_007",145.45,-16.117,2014,4.587
"Cheesman_2020_008",145.45,-16.117,2014,5.891
"Cheesman_2020_009",145.45,-16.117,2014,3.214
"Cheesman_2020_010",145.45,-16.117,2014,3.233
"Cheesman_2020_011",145.45,-16.117,2014,-0.412
"Cheesman_2020_012",145.45,-16.117,2014,3.642
"Cheesman_2020_013",145.45,-16.117,2014,4.847
"Cheesman_2020_014",145.45,-16.117,2014,1.414
"Cheesman_2020_015",145.45,-16.117,2014,2.437
"Cheesman_2020_016",145.45,-16.117,2014,1.988
"Cheesman_2020_017",145.45,-16.117,2014,3.333
"Cheesman_2020_018",145.45,-16.117,2014,4.517
"Cheesman_2020_019",145.45,-16.117,2014,5.699
"Cheesman_2020_020",145.45,-16.117,2014,2.631
"Cheesman_2020_021",145.45,-16.117,2014,1.913
"Cheesman_2020_022",145.45,-16.117,2014,2.655
"Cheesman_2020_023",145.45,-16.117,2014,4.123
"Cheesman_2020_024",145.45,-16.117,2014,2.217
"Cheesman_2020_025",145.45,-16.117,2014,2.176
"Cheesman_2020_026",145.45,-16.117,2014,4.494
"Cheesman_2020_027",145.45,-16.117,2014,2.772
"Cheesman_2020_028",145.45,-16.117,2014,0.997
"Cheesman_2020_029",145.45,-16.117,2014,2.17
"Cheesman_2020_030",145.45,-16.117,2014,3.854
"Cheesman_2020_031",145.45,-16.117,2014,-0.057
"Cheesman_2020_032",145.45,-16.117,2014,0.225
"Cheesman_2020_033",145.45,-16.117,2014,5.897
"Cheesman_2020_034",145.45,-16.117,2014,1.304
"Cheesman_2020_035",145.45,-16.117,2014,4.163
"Cheesman_2020_036",145.45,-16.117,2014,-0.254
"Cheesman_2020_037",145.45,-16.117,2014,3.246
"Cheesman_2020_038",145.45,-16.117,2014,5.247
"Cheesman_2020_039",145.45,-16.117,2014,3.653
"Cheesman_2020_040",145.45,-16.117,2014,5.556
"Cheesman_2020_041",145.45,-16.117,2014,2.752
"Cheesman_2020_042",145.45,-16.117,2014,1.67
"Cheesman_2020_043",145.45,-16.117,2014,1.305
"Cheesman_2020_044",145.45,-16.117,2014,3.235
"Cheesman_2020_045",145.45,-16.117,2014,2.813
"Cheesman_2020_046",145.45,-16.117,2014,4.071
"Cheesman_2020_047",145.45,-16.117,2014,2.264
"Cheesman_2020_048",145.45,-16.117,2014,1.931
"Cheesman_2020_049",145.45,-16.117,2014,2.969
"Cheesman_2020_050",145.45,-16.117,2014,0.979
"Cheesman_2020_051",145.45,-16.117,2014,4.26
"Cheesman_2020_052",145.45,-16.117,2014,3.239
"Cheesman_2020_053",145.45,-16.117,2014,5.829
"Cheesman_2020_054",145.45,-16.117,2014,1.808
"Cheesman_2020_055",145.45,-16.117,2014,2.025
"Cheesman_2020_056",145.45,-16.117,2014,0.979
"Cheesman_2020_057",145.45,-16.117,2014,1.505
"Cheesman_2020_058",145.45,-16.117,2014,2.031
"Cheesman_2020_059",145.45,-16.117,2014,1.256
"Cheesman_2020_060",145.45,-16.117,2014,1.2
"Cheesman_2020_061",145.45,-16.117,2014,3.065
"Cheesman_2020_062",145.45,-16.117,2014,4.686
"Cheesman_2020_063",145.45,-16.117,2014,2.934
"Cheesman_2020_064",145.45,-16.117,2014,4.641
"Cheesman_2020_065",145.45,-16.117,2014,0.51
"Cheesman_2020_066",145.45,-16.117,2014,2.913
"Cheesman_2020_067",145.45,-16.117,2014,0.158
"Cheesman_2020_068",145.45,-16.117,2014,0.476
"Cheesman_2020_069",145.45,-16.117,2014,7.134
"Cheesman_2020_070",145.45,-16.117,2014,0.289
"Cheesman_2020_071",145.45,-16.117,2014,1.896
"Cheesman_2020_072",145.45,-16.117,2014,-1.136
"Cheesman_2020_073",145.45,-16.117,2014,-0.245
"Cheesman_2020_074",145.45,-16.117,2014,-2.299
"Cheesman_2020_075",145.45,-16.117,2014,1.614
"Cheesman_2020_076",145.45,-16.117,2014,0.672
"Cheesman_2020_077",145.45,-16.117,2014,0.364
"Cheesman_2020_078",145.45,-16.117,2014,-0.18
"Cheesman_2020_079",145.45,-16.117,2014,1.095
"Cheesman_2020_080",145.45,-16.117,2014,2.201874391
"Cheesman_2020_081",145.45,-16.117,2014,2.125817315
"Cheesman_2020_082",145.45,-16.117,2014,3.182891894
"Cheesman_2020_083",145.45,-16.117,2014,2.393637136
"Cheesman_2020_084",145.45,-16.117,2014,2.452062699
"Cheesman_2020_085",145.45,-16.117,2014,3.623741656
"Cheesman_2020_086",145.45,-16.117,2014,1.685820319
"Cheesman_2020_087",145.45,-16.117,2014,2.322883007
"Cheesman_2020_088",145.45,-16.117,2014,5.13658699
"Cheesman_2020_089",145.45,-16.117,2014,0.545552141
"Cheesman_2020_090",145.45,-16.117,2014,0.247839929
"Cheesman_2020_091",145.45,-16.117,2014,-1.61913672
"Cheesman_2020_092",145.45,-16.117,2014,4.197828819
"Cheesman_2020_093",145.45,-16.117,2014,2.479881911
"Cheesman_2020_094",145.45,-16.117,2014,4.061548588
"Cheesman_2020_095",145.45,-16.117,2014,4.098235955
"Cheesman_2020_096",145.45,-16.117,2014,0.804876749
"Cheesman_2020_097",145.45,-16.117,2014,1.088931901
"Cheesman_2020_098",145.45,-16.117,2014,4.423935561
"Cheesman_2020_099",145.45,-16.117,2014,4.552699694
"Cheesman_2020_100",145.45,-16.117,2014,1.338847296
"Cheesman_2020_101",145.45,-16.117,2014,2.595579866
"Cheesman_2020_102",145.45,-16.117,2014,2.278835475
"Cheesman_2020_103",145.45,-16.117,2014,1.621856019
"Cheesman_2020_104",145.45,-16.117,2014,2.634595677
"Cheesman_2020_105",145.45,-16.117,2014,1.065104564
"Cheesman_2020_106",145.45,-16.117,2014,2.833854163
"Cheesman_2020_107",145.45,-16.117,2014,1.637018277
"Cheesman_2020_108",145.45,-16.117,2014,2.470129677
"Cheesman_2020_109",145.45,-16.117,2014,3.371765486
"Cheesman_2020_110",145.45,-16.117,2014,2.965834712
"Cheesman_2020_111",145.45,-16.117,2014,2.9991656
"Cheesman_2020_112",145.45,-16.117,2014,3.714020389
"Cheesman_2020_113",145.45,-16.117,2014,2.79554833
"Cheesman_2020_114",145.45,-16.117,2014,2.442652546
"Cheesman_2020_115",145.45,-16.117,2014,1.182416987
"Cheesman_2020_116",145.45,-16.117,2014,4.225452408
"Cheesman_2020_117",145.45,-16.117,2014,-0.418285714
"Cheesman_2020_118",145.45,-16.117,2014,1.022362979
"Cheesman_2020_119",145.45,-16.117,2014,1.943427208
"Cheesman_2020_120",145.45,-16.117,2014,3.059429147
"Cheesman_2020_121",145.45,-16.117,2014,1.804317311
"Cheesman_2020_122",145.45,-16.117,2014,1.481595551
"Cheesman_2020_123",145.45,-16.117,2014,2.584892134
"Cheesman_2020_124",145.45,-16.117,2014,2.929938765
"Cheesman_2020_125",145.45,-16.117,2014,1.718683367
"Cheesman_2020_126",145.45,-16.117,2014,1.783273371
"Cheesman_2020_127",145.45,-16.117,2014,1.237872827
"Cheesman_2020_128",145.45,-16.117,2014,3.641211711
"Cheesman_2020_129",145.45,-16.117,2014,0.58172445
"Cheesman_2020_130",145.45,-16.117,2014,2.538351504
"Cheesman_2020_131",145.45,-16.117,2017,3.475
"Cheesman_2020_132",145.45,-16.117,2017,3.8
"Cheesman_2020_133",145.45,-16.117,2017,6.026
"Cheesman_2020_134",145.45,-16.117,2017,5.249
"Cheesman_2020_135",145.45,-16.117,2017,1.836
"Cheesman_2020_136",145.45,-16.117,2017,1.578
"Cheesman_2020_137",145.45,-16.117,2017,4.183
"Cheesman_2020_138",145.45,-16.117,2017,3.116
"Cheesman_2020_139",145.45,-16.117,2017,5.606
"Cheesman_2020_140",145.45,-16.117,2017,4.733
"Cheesman_2020_141",145.45,-16.117,2017,1.259
"Cheesman_2020_142",145.45,-16.117,2017,0.077
"Cheesman_2020_143",145.45,-16.117,2017,1.194
"Cheesman_2020_144",145.45,-16.117,2017,0.288
"Cheesman_2020_145",145.45,-16.117,2017,-0.426
"Cheesman_2020_146",145.45,-16.117,2017,0.335
"Cheesman_2020_147",145.45,-16.117,2017,0.115
"Cheesman_2020_148",145.45,-16.117,2017,1.2
"Cheesman_2020_149",145.45,-16.117,2017,0.777
"Cheesman_2020_150",145.45,-16.117,2017,2.689
"Cheesman_2020_151",145.45,-16.117,2017,3.03
"Cheesman_2020_152",145.45,-16.117,2017,5.176
"Cheesman_2020_153",145.45,-16.117,2017,4.877
"Cheesman_2020_154",145.45,-16.117,2017,2.59
"Cheesman_2020_155",145.45,-16.117,2017,2.33
"Cheesman_2020_156",145.45,-16.117,2017,0.824
"Cheesman_2020_157",145.45,-16.117,2017,3.983
"Cheesman_2020_158",145.45,-16.117,2017,4.01
"Cheesman_2020_159",145.45,-16.117,2017,6.646
"Cheesman_2020_160",145.45,-16.117,2017,5.607
"Cheesman_2020_161",145.45,-16.117,2017,5.69
"Cheesman_2020_162",145.45,-16.117,2017,0.828
"Cheesman_2020_163",145.45,-16.117,2017,3.183
"Cheesman_2020_165",145.45,-16.117,2017,3.58
"Cheesman_2020_166",145.45,-16.117,2017,4.098
"Cheesman_2020_167",145.45,-16.117,2017,4.553
"Cheesman_2020_168",145.45,-16.117,2017,1.967
"Cheesman_2020_169",145.45,-16.117,2017,1.95
"Cheesman_2020_171",145.45,-16.117,2017,2.635
"Cheesman_2020_172",145.45,-16.117,2017,2.314
"Cheesman_2020_173",145.45,-16.117,2017,4.225
"Cheesman_2020_174",145.45,-16.117,2017,2.008
"Cheesman_2020_175",145.45,-16.117,2017,1.482
"Cheesman_2020_176",145.45,-16.117,2017,3.641
"Cheesman_2020_177",145.45,-16.117,2017,1.065
"Laliberte_2012_022",115.109051,-30.1867482,2012,0.1864217
"Laliberte_2012_023",115.109051,-30.1867482,2012,0.5761458
"Laliberte_2012_026",115.122627,-30.1643263,2012,0.039729
"Laliberte_2012_027",115.122627,-30.1643263,2012,0.6146302
"Laliberte_2012_028",115.122627,-30.1643263,2012,2.5806339
"Laliberte_2012_029",115.122627,-30.1643263,2012,0.830300761
"Laliberte_2012_030",115.122627,-30.1643263,2012,0.7556624
"Laliberte_2012_032",115.1090639,-30.1714053,2012,1.3251443
"Laliberte_2012_033",115.1090639,-30.1714053,2012,2.2056128
"Laliberte_2012_034",115.1090639,-30.1714053,2012,1.1259808
"Laliberte_2012_035",115.1090639,-30.1714053,2012,0.744058565
"Laliberte_2012_036",115.1090639,-30.1714053,2012,1.5496416
"Laliberte_2012_038",115.1057057,-30.1681836,2012,-1.3114873
"Laliberte_2012_040",115.1057057,-30.1681836,2012,1.5959344
"Laliberte_2012_041",115.1057057,-30.1681836,2012,0.765239903
"Laliberte_2012_043",115.1057057,-30.1681836,2012,3.098672
"Laliberte_2012_046",115.1074556,-30.12959,2012,-1.2095826
"Laliberte_2012_047",115.1074556,-30.12959,2012,-0.922594793
"Laliberte_2012_048",115.1074556,-30.12959,2012,0.566976
"Laliberte_2012_061",115.0119435,-30.1703198,2012,-1.090109329
"Laliberte_2012_062",115.0119435,-30.1703198,2012,-2.353025548
"Laliberte_2012_063",115.0119435,-30.1703198,2012,0.270928915
"Laliberte_2012_064",115.0119435,-30.1703198,2012,-2.002111502
"Laliberte_2012_078",114.98254,-30.07305,2012,-1.897306873
"Laliberte_2012_079",114.98254,-30.07305,2012,0.616058557
"Laliberte_2012_080",114.98254,-30.07305,2012,1.221413951
"Laliberte_2012_082",115.0074926,-30.1646328,2012,-0.847204172
"Laliberte_2012_083",115.0074926,-30.1646328,2012,-3.739301602
"Laliberte_2012_084",115.0074926,-30.1646328,2012,-0.137064421
"Laliberte_2012_085",115.0074926,-30.1646328,2012,0.0170977
"Laliberte_2012_087",114.9986206,-30.09049,2012,2.613755014
"Laliberte_2012_088",114.9986206,-30.09049,2012,-1.837920586
"Laliberte_2012_089",114.9986206,-30.09049,2012,0.535374819
"Laliberte_2012_090",114.9986206,-30.09049,2012,0.369032414
"Laliberte_2012_106",115.066927,-30.2406149,2012,0.792394889
"Laliberte_2012_107",115.066927,-30.2406149,2012,-0.58089758
"Laliberte_2012_109",115.066927,-30.2406149,2012,1.0811408
"Laliberte_2012_116",115.063878,-30.2136657,2012,0.495112518
"Laliberte_2012_117",115.063878,-30.2136657,2012,-1.177106029
"Laliberte_2012_118",115.063878,-30.2136657,2012,1.647876208
"Laliberte_2012_119",115.063878,-30.2136657,2012,0.3263331
"Laliberte_2012_138",115.0055205,-30.0354182,2012,1.221071926
"Laliberte_2012_139",115.0055205,-30.0354182,2012,-1.660289577
"Laliberte_2012_140",115.0055205,-30.0354182,2012,1.0916292
"Laliberte_2012_141",115.0055205,-30.0354182,2012,1.3324325
"Laliberte_2012_143",115.0648947,-30.2256609,2012,-0.285600178
"Laliberte_2012_144",115.0648947,-30.2256609,2012,-0.829074106
"Laliberte_2012_145",115.0648947,-30.2256609,2012,1.9563943
"Laliberte_2012_146",115.0648947,-30.2256609,2012,1.664924861
"Laliberte_2012_153",115.003786,-30.181027,2012,-1.673283883
"Laliberte_2012_154",115.003786,-30.181027,2012,-0.087885599
"Laliberte_2012_155",115.003786,-30.181027,2012,-0.6154806
"Laliberte_2012_156",115.003786,-30.181027,2012,-0.759791772
"Laliberte_2012_157",115.003786,-30.181027,2012,-0.7657932
"Laliberte_2012_168",114.962754,-30.045269,2012,-0.772572902
"Laliberte_2012_169",114.962754,-30.045269,2012,-2.3637099
"Laliberte_2012_170",114.962754,-30.045269,2012,-0.774308021
"Laliberte_2012_171",114.962754,-30.045269,2012,-5.4887678
"Laliberte_2012_172",114.962754,-30.045269,2012,-2.925590532
"Laliberte_2012_173",115.00817,-30.22362,2012,-1.246065929
"Laliberte_2012_174",115.00817,-30.22362,2012,-0.2567306
"Laliberte_2012_175",115.00817,-30.22362,2012,-1.781278901
"Laliberte_2012_176",115.00817,-30.22362,2012,-1.274905163
"Laliberte_2012_177",115.00817,-30.22362,2012,-1.958228901
"Laliberte_2012_178",115.00817,-30.22362,2012,-3.458344556
"Laliberte_2012_190",114.990058,-30.093851,2012,-1.590892437
"Laliberte_2012_191",114.990058,-30.093851,2012,1.294798125
"Laliberte_2012_193",114.990058,-30.093851,2012,0.6633065
"Laliberte_2012_194",114.990058,-30.093851,2012,-0.392670993
"Laliberte_2012_195",114.990058,-30.093851,2012,-0.528609
"Laliberte_2012_217",115.0693132,-30.2403976,2012,-0.976293996
"Laliberte_2012_218",115.0693132,-30.2403976,2012,3.4534054
"Laliberte_2012_219",115.0693132,-30.2403976,2012,3.0868386
"Laliberte_2012_220",115.0693132,-30.2403976,2012,-2.674476
"Laliberte_2012_225",115.038893,-30.02759,2012,3.947550248
"Laliberte_2012_226",115.038893,-30.02759,2012,1.0394764
"Laliberte_2012_229",115.073864,-30.1978913,2012,-1.631795463
"Laliberte_2012_230",115.073864,-30.1978913,2012,0.5312288
